video,file,label,original,frame,fold
xtevltafix,140_0.png,1,didzujjhtg,140,2
sbgajsyted,30_0.png,1,rmufsuogzn,30,0
ljenlvwnlm,10_0.png,1,jawgcggquk,10,0
qjwomijmcb,210_0.png,1,kqlvggiqee,210,3
lwqkgvyeas,160_0.png,1,qyqufaskjs,160,0
gfknvvudwk,10_0.png,1,dpevefkefv,10,1
pfvbpqjaxg,260_0.png,1,wcqvzujamg,260,2
xchzardbfa,240_0.png,0,xchzardbfa,240,1
gjjpzsgigh,20_0.png,1,lzbmwwejxb,20,3
jeosukfzow,10_0.png,1,apvzjkvnwn,10,0
xpxrjwwibn,20_0.png,1,jytrvwlewz,20,1
yiabajckla,30_0.png,1,fopjiyxiqd,30,3
ikjlhrwzeo,200_0.png,1,upmgtackuf,200,1
baiyzipjbr,110_0.png,1,wfzjxzhdkj,110,1
tnwavwcrmn,270_0.png,1,ucthmsajay,270,0
upmgtackuf,190_0.png,0,upmgtackuf,190,1
embmaestpq,250_0.png,1,jytrvwlewz,250,1
utxbqyxdwo,200_0.png,1,vtunvalyji,200,2
slayysqett,220_0.png,1,gnmmhlbzge,220,3
nwypeqqonh,160_0.png,1,prdrkaxeob,160,2
psjfwjzrrh,230_0.png,0,psjfwjzrrh,230,1
ijgcwhjkua,50_0.png,1,yxvmusxvcz,50,0
mpivbgsohk,170_0.png,1,qyqufaskjs,170,0
xdezcezszc,260_0.png,0,xdezcezszc,260,3
gcnhqdxwqd,60_0.png,1,yxvmusxvcz,60,0
txsyzefnur,170_0.png,1,nweufafotd,170,3
iimnvjpgoy,190_0.png,1,fdpisghkmd,190,1
lwtgwggkpb,10_0.png,1,ybbrkacebd,10,1
wfugqfvekh,130_0.png,1,fdpisghkmd,130,1
onepaeivvr,250_0.png,1,fsaronfupy,250,3
skewcclbhg,170_0.png,1,wynotylpnm,170,2
mfnsxrdygp,130_0.png,1,kqlvggiqee,130,3
gfknvvudwk,0_0.png,1,dpevefkefv,0,1
rmchuqjjwr,170_0.png,1,fnslimfagb,170,3
lbiprboxjx,70_0.png,1,xmkwsnuzyq,70,2
ynrueopehk,20_0.png,1,ybbrkacebd,20,1
noavesktql,30_0.png,1,wynotylpnm,30,2
kdzirwrnyk,290_0.png,1,lsmnqsnqld,290,2
kzezrsewki,100_0.png,1,lnjkpdviqb,100,1
kafmsctues,130_0.png,1,jawgcggquk,130,0
ivdlxktqvk,230_0.png,1,vtunvalyji,230,2
dvrnrzlqdo,50_0.png,1,yxvmusxvcz,50,0
hzmppzxsuy,170_0.png,1,xmkwsnuzyq,170,2
ncoeewrdlo,50_0.png,1,uprwuohbwx,50,2
nweufafotd,90_0.png,0,nweufafotd,90,3
hectzcuzdv,200_0.png,1,vtunvalyji,200,2
uccwyoqmtq,160_0.png,1,xugmhbetrw,160,0
pkkvvhnrla,170_0.png,1,xjzkfqddyk,170,3
vpmyeepbep,90_0.png,0,vpmyeepbep,90,2
lwqkgvyeas,180_0.png,1,qyqufaskjs,180,0
brihlutndc,120_0.png,1,qarqtkvgby,120,3
fdqafjiqtn,50_0.png,1,jytrvwlewz,50,1
pceaundfcd,290_0.png,1,gnmmhlbzge,290,3
exseruhiuk,160_0.png,0,exseruhiuk,160,0
vtunvalyji,170_0.png,0,vtunvalyji,170,2
zxyvcnkeiz,50_0.png,1,pqdeutauqc,50,3
sufvvwmbha,200_0.png,1,fnslimfagb,200,3
rnxnytbudq,90_0.png,1,vtunvalyji,90,2
jdzgjbqksy,290_0.png,1,srfefmyjvt,290,0
knxltsvzyu,110_0.png,0,knxltsvzyu,110,0
cemftmsxis,260_0.png,1,jawgcggquk,260,0
muksyyltmg,10_0.png,1,fopjiyxiqd,10,3
kihrpdtbwy,220_0.png,1,wynotylpnm,220,2
aimzesksew,100_0.png,1,exseruhiuk,100,0
toewhlbcgt,190_0.png,1,yxvmusxvcz,190,0
kcidxranvr,60_0.png,1,dpevefkefv,60,1
xbdqbydiwc,0_0.png,1,wcqvzujamg,0,2
eilfbdisof,260_0.png,1,xmkwsnuzyq,260,2
gvlraqlweh,20_0.png,1,rnpefxwptv,20,1
rmchuqjjwr,260_0.png,1,fnslimfagb,260,3
wkczijuamz,190_0.png,1,jytrvwlewz,190,1
ckfqqhpbph,280_0.png,1,fnslimfagb,280,3
pjkgenkrgb,250_0.png,1,srfefmyjvt,250,0
lzbmwwejxb,30_0.png,0,lzbmwwejxb,30,3
yiabajckla,110_0.png,1,fopjiyxiqd,110,3
zvuidmemcp,70_0.png,1,wynotylpnm,70,2
didzujjhtg,250_0.png,0,didzujjhtg,250,2
ibjomudxdp,70_0.png,1,upmgtackuf,70,1
xawrxpyoau,110_0.png,1,uqtqhiqymz,110,3
mqmgqlbzct,110_0.png,1,jawgcggquk,110,0
ngyoubuxyf,50_0.png,1,fnslimfagb,50,3
ctooqkhtgp,110_0.png,1,xjzkfqddyk,110,3
xgzgnpxhng,200_0.png,1,yxvmusxvcz,200,0
bldeizqycp,190_0.png,1,dxfdovivlw,190,3
lbsltufgrh,210_0.png,1,prdrkaxeob,210,2
ryccazlbju,40_0.png,1,heiyoojifp,40,3
ybdtkypwez,220_0.png,1,wynotylpnm,220,2
gczieafvpe,130_0.png,1,apvzjkvnwn,130,0
mfnsxrdygp,150_0.png,1,kqlvggiqee,150,3
qjpugmbxhb,50_0.png,1,xmkwsnuzyq,50,2
bxdhnnffvw,210_0.png,1,xugmhbetrw,210,0
zcnslhnnhl,0_0.png,1,fsaronfupy,0,3
vgdwxafmnp,90_0.png,1,gnmmhlbzge,90,3
crflaflooj,230_0.png,1,prdrkaxeob,230,2
ycpuhmcdom,50_0.png,1,wynotylpnm,50,2
rthtvpztdu,20_0.png,1,jawgcggquk,20,0
gfkdvulbfo,290_0.png,1,kqlvggiqee,290,3
fxredodlkl,20_0.png,1,wynotylpnm,20,2
yrivmbpotx,210_0.png,1,psjfwjzrrh,210,1
twxnazwxup,200_0.png,1,fnslimfagb,200,3
hkvcbcfulf,80_0.png,1,uqtqhiqymz,80,3
qjzzeyijyv,20_0.png,1,yxvmusxvcz,20,0
ctooqkhtgp,10_0.png,1,xjzkfqddyk,10,3
vzockawbyi,200_0.png,1,vpmyeepbep,200,2
fjafyicjlw,280_0.png,1,upmgtackuf,280,1
cfhejdmemu,90_0.png,1,exxqlfpnbz,90,2
cqpdqjzgcs,40_0.png,1,xdezcezszc,40,3
wzrkgntquh,110_0.png,1,vtunvalyji,110,2
alnkzqihau,20_0.png,1,wfzjxzhdkj,20,1
yfzulfwjue,210_0.png,1,qyqufaskjs,210,0
vinguynpez,70_0.png,1,upmgtackuf,70,1
jytrvwlewz,250_0.png,0,jytrvwlewz,250,1
eyyigsrqff,200_0.png,1,psjfwjzrrh,200,1
ougeeoojhh,80_0.png,1,prdrkaxeob,80,2
brpkkgdggv,90_0.png,1,uprwuohbwx,90,2
miiocrddnj,20_0.png,1,lokzwdldxp,20,1
iyswglziib,130_0.png,1,fnslimfagb,130,3
xlmduthjih,240_0.png,1,doniqevxeg,240,3
asdzplbhnm,130_0.png,1,dxfdovivlw,130,3
nyknlonjxq,50_0.png,1,heiyoojifp,50,3
ivtbbwejej,30_0.png,1,kqlvggiqee,30,3
hsbrwaeaah,190_0.png,1,fopjiyxiqd,190,3
pmmhsciico,230_0.png,1,gnmmhlbzge,230,3
ivdlxktqvk,220_0.png,1,vtunvalyji,220,2
sfbnrbvbpn,210_0.png,1,wynotylpnm,210,2
awnfpubqmo,250_0.png,1,lnhkjhyhvw,250,0
omrtielsni,270_0.png,1,fsaronfupy,270,3
drmtvuyoam,270_0.png,1,heiyoojifp,270,3
tvhjcfnqtg,90_0.png,1,fdpisghkmd,90,1
veynowrrav,260_0.png,1,vpmyeepbep,260,2
rnxnytbudq,10_0.png,1,vtunvalyji,10,2
vsmadeuczx,20_0.png,1,qarqtkvgby,20,3
ibjomudxdp,210_0.png,1,upmgtackuf,210,1
kbssbcdcxx,30_0.png,1,psjfwjzrrh,30,1
voawxrmqyl,230_0.png,1,hsbwhlolsn,230,1
wmoigsbnem,70_0.png,1,nweufafotd,70,3
mdahmdjnkk,30_0.png,1,wfzjxzhdkj,30,1
btizoxwqwp,140_0.png,1,fnslimfagb,140,3
scssmbfchs,0_0.png,1,fdpisghkmd,0,1
aimzesksew,0_0.png,1,exseruhiuk,0,0
guqayoypew,220_0.png,1,vpmyeepbep,220,2
hasjjkoygr,260_0.png,1,fopjiyxiqd,260,3
vmxfwxgdei,270_0.png,0,vmxfwxgdei,270,1
xlhxkekacj,180_0.png,1,fopjiyxiqd,180,3
fdqafjiqtn,210_0.png,1,jytrvwlewz,210,1
cbybbxuusl,160_0.png,1,wynotylpnm,160,2
srfefmyjvt,30_0.png,0,srfefmyjvt,30,0
utxbqyxdwo,80_0.png,1,vtunvalyji,80,2
mxibogtmey,290_0.png,1,lzbmwwejxb,290,3
lwtgwggkpb,130_0.png,1,ybbrkacebd,130,1
erbfxwbqic,260_0.png,1,fopjiyxiqd,260,3
ushjtzfvyn,80_0.png,1,dpevefkefv,80,1
inwiunnxmr,20_0.png,1,fsaronfupy,20,3
pkkvvhnrla,90_0.png,1,xjzkfqddyk,90,3
fhzdtfiqrh,110_0.png,1,wynotylpnm,110,2
yjllqhbmke,130_0.png,1,nrnklcxdzq,130,1
onepaeivvr,190_0.png,1,fsaronfupy,190,3
lcqguoqxrb,150_0.png,1,qyqufaskjs,150,0
rokgoeaybe,80_0.png,1,vtunvalyji,80,2
rfeagdwnnn,150_0.png,1,fzvpbrzssi,150,2
lxnqzocgaq,20_0.png,1,xjzkfqddyk,20,3
kzezrsewki,170_0.png,1,lnjkpdviqb,170,1
hkvcbcfulf,290_0.png,1,uqtqhiqymz,290,3
ovynyicanw,220_0.png,1,nweufafotd,220,3
qjsroipniu,90_0.png,1,apvzjkvnwn,90,0
hqzwudvhih,110_0.png,1,xmkwsnuzyq,110,2
ntkrwyqoop,100_0.png,1,fopjiyxiqd,100,3
msfhpjlxya,90_0.png,1,qyqufaskjs,90,0
cqroxivqio,160_0.png,1,lsmnqsnqld,160,2
hvqfhieetb,290_0.png,1,jawgcggquk,290,0
ujvrrbmmye,200_0.png,1,jawgcggquk,200,0
cefpmcqwex,240_0.png,1,uqtqhiqymz,240,3
xewwsdhdro,70_0.png,1,qarqtkvgby,70,3
qnxnrzonvv,230_0.png,1,hsbwhlolsn,230,1
hvlqewtbbf,100_0.png,1,rmufsuogzn,100,0
efktbhpilh,80_0.png,1,srfefmyjvt,80,0
muksyyltmg,260_0.png,1,fopjiyxiqd,260,3
omizcfnsic,0_0.png,1,vpmyeepbep,0,2
pcegaugmyi,140_0.png,1,qarqtkvgby,140,3
slhinthqcq,220_0.png,1,wfzjxzhdkj,220,1
oxthhmwxnz,0_0.png,1,fdpisghkmd,0,1
wmoigsbnem,100_0.png,1,nweufafotd,100,3
xfgdnsbnto,280_0.png,1,xugmhbetrw,280,0
pjkgenkrgb,260_0.png,1,srfefmyjvt,260,0
ntpvqwgmqe,20_0.png,1,fopjiyxiqd,20,3
noavesktql,140_0.png,1,wynotylpnm,140,2
qzchhaoptt,250_0.png,1,wynotylpnm,250,2
rfjuhbnlro,90_0.png,1,uqtqhiqymz,90,3
qjeidqbpgj,20_0.png,1,vtunvalyji,20,2
rwkfxxgkrh,270_0.png,1,xmkwsnuzyq,270,2
ujvrrbmmye,80_0.png,1,jawgcggquk,80,0
mfkzoapcqm,180_0.png,1,syxobtuucp,180,0
frqhofmoob,180_0.png,1,ljuuovfkgi,180,3
pqjlbhkhzr,250_0.png,1,xkfliqnmwt,250,3
zuvktiyzzr,130_0.png,1,psjfwjzrrh,130,1
fbxpssbrqp,170_0.png,1,lsmnqsnqld,170,2
pbwkrxzgkd,250_0.png,1,xkfliqnmwt,250,3
fnslimfagb,120_0.png,0,fnslimfagb,120,3
fydhhlvjsj,220_0.png,1,rnpefxwptv,220,1
nsifmpyfnq,40_0.png,1,psjfwjzrrh,40,1
ynrueopehk,100_0.png,1,ybbrkacebd,100,1
vriivjhzpk,80_0.png,1,qyqufaskjs,80,0
cxgsjamupo,10_0.png,1,pqdeutauqc,10,3
iyswglziib,80_0.png,1,fnslimfagb,80,3
uqqivuldlu,40_0.png,1,doniqevxeg,40,3
cfyayetydv,200_0.png,1,dxfdovivlw,200,3
pkkmysbvfh,290_0.png,1,fdpisghkmd,290,1
eqakbrnwmd,250_0.png,1,fdpisghkmd,250,1
pdouadxxba,80_0.png,1,prmwoaeeng,80,2
gkicllwmyb,140_0.png,1,nweufafotd,140,3
dxfdovivlw,220_0.png,0,dxfdovivlw,220,3
cqtxrekabh,280_0.png,1,fnslimfagb,280,3
dvrnrzlqdo,170_0.png,1,yxvmusxvcz,170,0
wfugqfvekh,160_0.png,1,fdpisghkmd,160,1
gvasarkpfh,50_0.png,0,gvasarkpfh,50,0
pframtxswx,250_0.png,1,xkfliqnmwt,250,3
fydhhlvjsj,180_0.png,1,rnpefxwptv,180,1
getmctvhmd,210_0.png,1,apedduehoy,210,0
nokldtllhe,180_0.png,1,rmufsuogzn,180,0
rdbxcbseek,260_0.png,1,yxvmusxvcz,260,0
slhinthqcq,40_0.png,1,wfzjxzhdkj,40,1
zpbggelffo,290_0.png,1,eppyqpgewp,290,2
awnfpubqmo,190_0.png,1,lnhkjhyhvw,190,0
jeosukfzow,190_0.png,1,apvzjkvnwn,190,0
blwvnvsbmz,220_0.png,1,vtunvalyji,220,2
ikjlhrwzeo,210_0.png,1,upmgtackuf,210,1
wzrhdvpktx,40_0.png,1,wfzjxzhdkj,40,1
epwesrdmpt,270_0.png,1,wynotylpnm,270,2
jorfifqxhq,270_0.png,1,vtunvalyji,270,2
getmctvhmd,290_0.png,1,apedduehoy,290,0
yminuwlmoh,250_0.png,1,uprwuohbwx,250,2
ycpuhmcdom,170_0.png,1,wynotylpnm,170,2
vzockawbyi,170_0.png,1,vpmyeepbep,170,2
gldlvkplzy,280_0.png,1,gnmmhlbzge,280,3
hcqxrwzgxt,190_0.png,1,doniqevxeg,190,3
vqwkmjorkj,100_0.png,1,fopjiyxiqd,100,3
uwzlafwdra,0_0.png,1,vtunvalyji,0,2
qjpugmbxhb,100_0.png,1,xmkwsnuzyq,100,2
fbxpssbrqp,70_0.png,1,lsmnqsnqld,70,2
louyyobufp,20_0.png,1,uprwuohbwx,20,2
liheortwbu,190_0.png,1,fsaronfupy,190,3
tdsndnisso,60_0.png,1,jytrvwlewz,60,1
ldtgofdaqg,180_0.png,0,ldtgofdaqg,180,0
bzyawroeif,250_0.png,1,syxobtuucp,250,0
kxzgidrqse,200_0.png,1,dpevefkefv,200,1
jqypqwufdv,40_0.png,1,qyqufaskjs,40,0
bobihhgccf,210_0.png,1,srfefmyjvt,210,0
qnghrfvbgb,190_0.png,1,jytrvwlewz,190,1
uiqhpnzcmp,70_0.png,1,gnmmhlbzge,70,3
tnrmnayszi,70_0.png,1,rnpefxwptv,70,1
fzvpbrzssi,110_0.png,0,fzvpbrzssi,110,2
kfgdvqjuzu,180_0.png,1,ldtgofdaqg,180,0
ahhdprhoww,170_0.png,1,fdpisghkmd,170,1
romzqwhhlb,280_0.png,1,syxobtuucp,280,0
ccrrlidqnp,240_0.png,1,xugmhbetrw,240,0
cbybbxuusl,50_0.png,1,wynotylpnm,50,2
xjidmljhxe,70_0.png,1,exseruhiuk,70,0
lnhkjhyhvw,250_0.png,0,lnhkjhyhvw,250,0
onknhowfqb,220_0.png,1,exxqlfpnbz,220,2
pmmhsciico,290_0.png,1,gnmmhlbzge,290,3
moerpiyczb,100_0.png,1,qarqtkvgby,100,3
knxltsvzyu,230_0.png,0,knxltsvzyu,230,0
nsifmpyfnq,100_0.png,1,psjfwjzrrh,100,1
yzjzczodyz,10_0.png,1,jawgcggquk,10,0
tpvukvpape,200_0.png,1,xdezcezszc,200,3
gkicllwmyb,250_0.png,1,nweufafotd,250,3
fbxpssbrqp,40_0.png,1,lsmnqsnqld,40,2
duczhwighk,170_0.png,1,xkfliqnmwt,170,3
clzkcmoyhb,170_0.png,1,gnmmhlbzge,170,3
atzwrsivnb,130_0.png,1,yxvmusxvcz,130,0
ookwdfuxzy,290_0.png,1,vpmyeepbep,290,2
fydhhlvjsj,160_0.png,1,rnpefxwptv,160,1
tjywwgftmv,160_0.png,1,syxobtuucp,160,0
zzlsynxeff,90_0.png,1,fnslimfagb,90,3
apedduehoy,40_0.png,0,apedduehoy,40,0
rujcwrjwhf,180_0.png,1,fdpisghkmd,180,1
yzjzczodyz,150_0.png,1,jawgcggquk,150,0
lbapaexcrc,0_0.png,1,uprwuohbwx,0,2
atzwrsivnb,90_0.png,1,yxvmusxvcz,90,0
uakmltagvm,190_0.png,1,xchzardbfa,190,1
gqnaxievjx,160_0.png,1,fopjiyxiqd,160,3
lznkdhgwms,250_0.png,1,kqlvggiqee,250,3
adftmlvzfs,290_0.png,1,jawgcggquk,290,0
vwbzhldrub,280_0.png,1,psjfwjzrrh,280,1
dibwmyrpql,220_0.png,1,prdrkaxeob,220,2
pbvgwcwzkg,30_0.png,1,uprwuohbwx,30,2
jdzgjbqksy,270_0.png,1,srfefmyjvt,270,0
sjwywglgym,110_0.png,1,uqtqhiqymz,110,3
xfgdnsbnto,210_0.png,1,xugmhbetrw,210,0
untxvzuldz,30_0.png,1,xdezcezszc,30,3
ktwfxtzjbn,290_0.png,1,uqtqhiqymz,290,3
wkdnagybtb,280_0.png,1,jytrvwlewz,280,1
qjsroipniu,290_0.png,1,apvzjkvnwn,290,0
qnlyrlrnmn,240_0.png,1,fsaronfupy,240,3
yqahpmrcmp,140_0.png,1,vpmyeepbep,140,2
ygknkubeyb,130_0.png,1,nweufafotd,130,3
jbxviammiv,210_0.png,1,fopjiyxiqd,210,3
lrdnmalbhr,80_0.png,1,fsaronfupy,80,3
cbybbxuusl,130_0.png,1,wynotylpnm,130,2
skrpivsmry,120_0.png,1,yxvmusxvcz,120,0
uraibiaste,120_0.png,1,nweufafotd,120,3
qjvjkojjkl,30_0.png,1,jvtjxreizj,30,2
pdouadxxba,280_0.png,1,prmwoaeeng,280,2
fxredodlkl,10_0.png,1,wynotylpnm,10,2
dibwmyrpql,70_0.png,1,prdrkaxeob,70,2
gvbcwuyaot,90_0.png,1,xdezcezszc,90,3
hkvcbcfulf,130_0.png,1,uqtqhiqymz,130,3
vdnitwfbvr,190_0.png,1,xkfliqnmwt,190,3
yrivmbpotx,290_0.png,1,psjfwjzrrh,290,1
lblzsydwit,250_0.png,1,rmuxlgsedw,250,2
meehftqexr,130_0.png,1,upmgtackuf,130,1
citnmpozjl,170_0.png,1,nweufafotd,170,3
gmctmgmyob,190_0.png,1,uprwuohbwx,190,2
lnjkpdviqb,280_0.png,0,lnjkpdviqb,280,1
uccwyoqmtq,230_0.png,1,xugmhbetrw,230,0
uccwyoqmtq,240_0.png,1,xugmhbetrw,240,0
nkojmntmdg,190_0.png,1,exxqlfpnbz,190,2
prhmixykhr,50_0.png,1,vpmyeepbep,50,2
xartlyjtjw,100_0.png,1,qarqtkvgby,100,3
hcqxrwzgxt,30_0.png,1,doniqevxeg,30,3
kdzirwrnyk,110_0.png,1,lsmnqsnqld,110,2
rmchuqjjwr,100_0.png,1,fnslimfagb,100,3
rfeagdwnnn,10_0.png,1,fzvpbrzssi,10,2
crflaflooj,110_0.png,1,prdrkaxeob,110,2
yotyalfqqv,180_0.png,1,knxltsvzyu,180,0
tnecbhfzba,20_0.png,1,yxvmusxvcz,20,0
queqdqiqwj,280_0.png,1,uprwuohbwx,280,2
coujjnypba,280_0.png,1,dxfdovivlw,280,3
xcmrhxjhfr,160_0.png,1,qarqtkvgby,160,3
mfgswvvnba,80_0.png,1,fnslimfagb,80,3
acagallncj,30_0.png,1,fzvpbrzssi,30,2
whgfvrprxj,190_0.png,1,yljecirelf,190,0
gxzdueambi,250_0.png,1,fsaronfupy,250,3
opsjddoxui,280_0.png,1,qarqtkvgby,280,3
jrgfabamaa,130_0.png,1,psjfwjzrrh,130,1
qsyahidemw,80_0.png,1,fsaronfupy,80,3
acdkfksyev,120_0.png,1,qyqufaskjs,120,0
ijgcwhjkua,260_0.png,1,yxvmusxvcz,260,0
iodwjkqblp,10_0.png,1,jvtjxreizj,10,2
jhczqfefgw,220_0.png,1,uqtqhiqymz,220,3
gldlvkplzy,100_0.png,1,gnmmhlbzge,100,3
mzwfaambxx,50_0.png,1,wynotylpnm,50,2
viuioldtnu,220_0.png,1,exxqlfpnbz,220,2
fdqafjiqtn,90_0.png,1,jytrvwlewz,90,1
bldeizqycp,120_0.png,1,dxfdovivlw,120,3
fdpisghkmd,30_0.png,0,fdpisghkmd,30,1
gvbcwuyaot,160_0.png,1,xdezcezszc,160,3
zxyvcnkeiz,260_0.png,1,pqdeutauqc,260,3
wyqdbqmbjk,70_0.png,1,fzvpbrzssi,70,2
eqakbrnwmd,90_0.png,1,fdpisghkmd,90,1
lncevtcwya,230_0.png,1,kqlvggiqee,230,3
gvbcwuyaot,280_0.png,1,xdezcezszc,280,3
dgyeaodnzw,260_0.png,1,psjfwjzrrh,260,1
vdnitwfbvr,80_0.png,1,xkfliqnmwt,80,3
uyhqrokmfe,80_0.png,1,gvasarkpfh,80,0
cybnhobdyh,20_0.png,1,qarqtkvgby,20,3
oakntpdygb,150_0.png,1,fnslimfagb,150,3
fnslimfagb,230_0.png,0,fnslimfagb,230,3
umpscxhfsk,100_0.png,1,xdezcezszc,100,3
ypufjcamul,250_0.png,1,wcqvzujamg,250,2
iodwjkqblp,130_0.png,1,jvtjxreizj,130,2
lzbmwwejxb,90_0.png,0,lzbmwwejxb,90,3
xtevltafix,70_0.png,1,didzujjhtg,70,2
vwbzhldrub,60_0.png,1,psjfwjzrrh,60,1
khtwrijuqn,210_0.png,0,khtwrijuqn,210,0
clzkcmoyhb,70_0.png,1,gnmmhlbzge,70,3
dxfdovivlw,20_0.png,0,dxfdovivlw,20,3
lydmxmeegq,230_0.png,1,fdpisghkmd,230,1
drooaxkvib,120_0.png,1,vpmyeepbep,120,2
zcnslhnnhl,80_0.png,1,fsaronfupy,80,3
rpanzyxdwh,290_0.png,1,prdrkaxeob,290,2
mphsgertmm,200_0.png,1,psjfwjzrrh,200,1
fgbopxbkam,180_0.png,1,uprwuohbwx,180,2
gldlvkplzy,60_0.png,1,gnmmhlbzge,60,3
fhzdtfiqrh,270_0.png,1,wynotylpnm,270,2
zkarzsylvk,150_0.png,1,dxfdovivlw,150,3
lbapaexcrc,30_0.png,1,uprwuohbwx,30,2
yzrngdribf,150_0.png,1,xdezcezszc,150,3
ihrjvevuce,260_0.png,1,srfefmyjvt,260,0
jbwtvoixgc,120_0.png,1,qarqtkvgby,120,3
wdcrhqtjhf,210_0.png,1,nweufafotd,210,3
uprwuohbwx,90_0.png,0,uprwuohbwx,90,2
ajeegjgyzk,20_0.png,1,ljuuovfkgi,20,3
zumqskdmht,210_0.png,1,fopjiyxiqd,210,3
lvuvvfmmli,110_0.png,1,fsaronfupy,110,3
ygmobxlwoi,80_0.png,1,nrnklcxdzq,80,1
qpobbumrhm,270_0.png,1,lzbmwwejxb,270,3
qjeidqbpgj,200_0.png,1,vtunvalyji,200,2
ilflslfgbn,150_0.png,1,ucthmsajay,150,0
idczhqbbqz,70_0.png,1,prmwoaeeng,70,2
zovntpfyum,220_0.png,1,gvasarkpfh,220,0
lhipivaobq,290_0.png,1,qyqufaskjs,290,0
uraibiaste,190_0.png,1,nweufafotd,190,3
fsaronfupy,280_0.png,0,fsaronfupy,280,3
kadzgvxsii,40_0.png,1,lzbmwwejxb,40,3
rmmcypdfbr,230_0.png,1,psjfwjzrrh,230,1
atpngxfnhr,260_0.png,1,xugmhbetrw,260,0
axfhbpkdlc,90_0.png,1,lzbmwwejxb,90,3
jgzwhkcrcc,100_0.png,1,jytrvwlewz,100,1
xiaykkootc,250_0.png,1,yxvmusxvcz,250,0
jkqivqkrnc,270_0.png,1,uprwuohbwx,270,2
hectzcuzdv,290_0.png,1,vtunvalyji,290,2
kanuhxwqaa,280_0.png,1,apvzjkvnwn,280,0
brpkkgdggv,100_0.png,1,uprwuohbwx,100,2
jorfifqxhq,200_0.png,1,vtunvalyji,200,2
zpbggelffo,150_0.png,1,eppyqpgewp,150,2
nsifmpyfnq,190_0.png,1,psjfwjzrrh,190,1
fsaronfupy,260_0.png,0,fsaronfupy,260,3
vqwkmjorkj,60_0.png,1,fopjiyxiqd,60,3
vecdesnjqd,280_0.png,1,gnmmhlbzge,280,3
eckloytegm,210_0.png,1,xjzkfqddyk,210,3
hwtupajxgl,0_0.png,1,lsmnqsnqld,0,2
wnlubukrki,50_0.png,1,uprwuohbwx,50,2
pjkgenkrgb,180_0.png,1,srfefmyjvt,180,0
yeouperxzc,30_0.png,1,vmxfwxgdei,30,1
fhzdtfiqrh,10_0.png,1,wynotylpnm,10,2
wfgelanyvu,200_0.png,1,jawgcggquk,200,0
srfefmyjvt,120_0.png,0,srfefmyjvt,120,0
kujvvxpted,180_0.png,1,fdpisghkmd,180,1
dabysiasvf,290_0.png,1,fdpisghkmd,290,1
runmncglnj,40_0.png,1,gnmmhlbzge,40,3
zovntpfyum,10_0.png,1,gvasarkpfh,10,0
meehftqexr,280_0.png,1,upmgtackuf,280,1
pkkmysbvfh,10_0.png,1,fdpisghkmd,10,1
birmbtezni,260_0.png,1,fzvpbrzssi,260,2
prmwoaeeng,180_0.png,0,prmwoaeeng,180,2
bobihhgccf,280_0.png,1,srfefmyjvt,280,0
rfjuhbnlro,220_0.png,1,uqtqhiqymz,220,3
bobihhgccf,290_0.png,1,srfefmyjvt,290,0
bldeizqycp,40_0.png,1,dxfdovivlw,40,3
wsxxdlhnhh,150_0.png,1,xmkwsnuzyq,150,2
awigxxbbpb,10_0.png,1,dxfdovivlw,10,3
onknhowfqb,200_0.png,1,exxqlfpnbz,200,2
ougeeoojhh,10_0.png,1,prdrkaxeob,10,2
wsxxdlhnhh,20_0.png,1,xmkwsnuzyq,20,2
nxzpmygaut,60_0.png,1,psjfwjzrrh,60,1
horutnradk,250_0.png,1,uprwuohbwx,250,2
uoantcwpwm,130_0.png,1,knxltsvzyu,130,0
ktrleojxlf,60_0.png,1,kqlvggiqee,60,3
xcruhaccxc,30_0.png,0,xcruhaccxc,30,1
jstwvimaml,200_0.png,1,jytrvwlewz,200,1
kstmekinaw,140_0.png,1,pqdeutauqc,140,3
qjvjkojjkl,120_0.png,1,jvtjxreizj,120,2
ewknjjmzqb,140_0.png,1,jawgcggquk,140,0
pqdeutauqc,270_0.png,0,pqdeutauqc,270,3
mzwfaambxx,0_0.png,1,wynotylpnm,0,2
aylqthgnhe,10_0.png,1,qarqtkvgby,10,3
nrdnytturz,150_0.png,1,eppyqpgewp,150,2
aiuimrebtg,210_0.png,1,vpmyeepbep,210,2
vlplaxowmp,140_0.png,1,prdrkaxeob,140,2
xiaykkootc,220_0.png,1,yxvmusxvcz,220,0
hectzcuzdv,10_0.png,1,vtunvalyji,10,2
ozqysilrin,80_0.png,1,uqtqhiqymz,80,3
zhkqxjalrq,180_0.png,1,syxobtuucp,180,0
jbwtvoixgc,220_0.png,1,qarqtkvgby,220,3
ukthabiilt,0_0.png,1,prdrkaxeob,0,2
kfnrvxndoj,140_0.png,1,fsaronfupy,140,3
opsjddoxui,110_0.png,1,qarqtkvgby,110,3
aimzesksew,240_0.png,1,exseruhiuk,240,0
xmkwsnuzyq,30_0.png,0,xmkwsnuzyq,30,2
xcruhaccxc,220_0.png,0,xcruhaccxc,220,1
mnqxygpnmf,220_0.png,1,vtunvalyji,220,2
louyyobufp,10_0.png,1,uprwuohbwx,10,2
vjzhumqpwi,90_0.png,1,fsaronfupy,90,3
goyrhrvden,10_0.png,1,fnslimfagb,10,3
